Date;Taux_3M;Taux_2Y;Taux_10Y;CPI;Breakeven_5Y;Nonfarm_Payrolls;Ind_Production;UMich_Sentiment;Slope_10Y_3M;Slope_10Y_2Y;Real_Rate_10Y;Inflation_Delta_12M;VIX;NFCI;Stress_Financier
15/11/2016;0.5;;;;1.67;;;;;;;;13.369999885559082;;
16/11/2016;0.46;;;;1.66;;;;;;;;13.720000267028809;;
17/11/2016;0.43;;;;1.71;;;;;;;;13.350000381469727;;
18/11/2016;0.43;;;;1.74;;;;;;;;12.850000381469727;-0.40678;-0.1894
21/11/2016;0.46;;;;1.74;;;;;;;;12.420000076293945;;
22/11/2016;0.48;;;;1.75;;;;;;;;12.40999984741211;;
23/11/2016;0.5;;;;1.74;;;;;;;;12.430000305175781;;
25/11/2016;0.48;;;;1.74;;;;;;;;12.34000015258789;-0.41826;-0.2503
28/11/2016;0.48;;;;1.69;;;;;;;;13.149999618530273;;
29/11/2016;0.48;;;;1.69;;;;;;;;12.899999618530273;;
30/11/2016;0.48;;;;1.77;;;;;;;;13.329999923706055;;
01/12/2016;0.47;1.2;2.49;242.637;1.81;145408.0;99.0406;98.2;2.0200000000000005;1.2900000000000003;-240.147;;14.069999694824219;;
02/12/2016;0.48;;;;1.76;;;;;;;;14.119999885559082;-0.42788;-0.1116
05/12/2016;0.49;;;;1.79;;;;;;;;12.140000343322754;;
06/12/2016;0.49;;;;1.8;;;;;;;;11.789999961853027;;
07/12/2016;0.51;;;;1.78;;;;;;;;12.220000267028809;;
08/12/2016;0.5;;;;1.83;;;;;;;;12.640000343322754;;
09/12/2016;0.53;;;;1.83;;;;;;;;11.75;-0.43556;-0.3671
12/12/2016;0.51;;;;1.86;;;;;;;;12.640000343322754;;
13/12/2016;0.54;;;;1.86;;;;;;;;12.720000267028809;;
14/12/2016;0.54;;;;1.82;;;;;;;;13.1899995803833;;
15/12/2016;0.5;;;;1.78;;;;;;;;12.789999961853027;;
16/12/2016;0.5;;;;1.75;;;;;;;;12.199999809265137;-0.44062;-0.2705
19/12/2016;0.52;;;;1.74;;;;;;;;11.710000038146973;;
20/12/2016;0.52;;;;1.8;;;;;;;;11.449999809265137;;
21/12/2016;0.51;;;;1.74;;;;;;;;11.270000457763672;;
22/12/2016;0.5;;;;1.86;;;;;;;;11.430000305175781;;
23/12/2016;0.51;;;;1.84;;;;;;;;11.4399995803833;-0.44483;-0.1969
27/12/2016;0.51;;;;1.88;;;;;;;;11.989999771118164;;
28/12/2016;0.52;;;;1.85;;;;;;;;12.949999809265137;;
29/12/2016;0.46;;;;1.81;;;;;;;;13.369999885559082;;
30/12/2016;0.5;;;;1.84;;;;;;;;14.039999961853027;-0.45081;-0.1438
